Año,Estado,Subíndice,Valor
2001,Veracruz,Sociedad,35.51752556
2001,Yucatán,Sociedad,41.94819262
2001,Zacatecas,Sociedad,38.88172018
2001,Aguascalientes,Político,45.52554654
2001,Baja California,Político,47.30173343
2001,Baja California Sur,Político,58.1645842
2001,Campeche,Político,68.39491764
2001,Coahuila,Político,54.16316216
2001,Colima,Político,69.27725031
2001,Chiapas,Político,60.41970809
2001,Chihuahua,Político,30.12385814
2001,Ciudad de México,Político,55.1573064
2001,Durango,Político,46.99133644
2001,Guanajuato,Político,47.31379949
2001,Guerrero,Político,46.12585388
2001,Hidalgo,Político,53.22566078
2001,Jalisco,Político,68.3063023
2001,México,Político,42.61034397
2001,Michoacán,Político,49.83432584
2001,Morelos,Político,61.05777956
2001,Nayarit,Político,65.75104367
2001,Nuevo León,Político,53.99916817
2001,Oaxaca,Político,36.63728856
2001,Puebla,Político,48.47846104
2001,Querétaro,Político,73.05142562
2001,Quintana Roo,Político,51.1764005
2001,San Luis Potosí,Político,68.64251173
2001,Sinaloa,Político,54.09265105
2001,Sonora,Político,53.23681656
2001,Tabasco,Político,55.71496039
2001,Tamaulipas,Político,58.18528863
2001,Tlaxcala,Político,68.03653969
2001,Veracruz,Político,40.40258275
2001,Yucatán,Político,74.09351846
2001,Zacatecas,Político,53.11476237
2001,Aguascalientes,Gobierno,74.28544087
2001,Baja California,Gobierno,58.6460515
2001,Baja California Sur,Gobierno,40.78878459
2001,Campeche,Gobierno,54.94750585
2001,Coahuila,Gobierno,50.55589506
2001,Colima,Gobierno,62.20219782
2001,Chiapas,Gobierno,41.17790937
2001,Chihuahua,Gobierno,66.2669716
2001,Ciudad de México,Gobierno,81.91586031
2001,Durango,Gobierno,53.20217125
2001,Guanajuato,Gobierno,45.30349592
2001,Guerrero,Gobierno,32.15821123
2001,Hidalgo,Gobierno,47.25326244
2001,Jalisco,Gobierno,68.22166119
2001,México,Gobierno,52.64154712
2001,Michoacán,Gobierno,32.08765304
2001,Morelos,Gobierno,53.05984555
2001,Nayarit,Gobierno,46.95727459
2001,Nuevo León,Gobierno,75.38816614
2001,Oaxaca,Gobierno,29.63051658
2001,Puebla,Gobierno,47.54190842
2001,Querétaro,Gobierno,61.02732643
2001,Quintana Roo,Gobierno,50.86645083
2001,San Luis Potosí,Gobierno,48.48939841
2001,Sinaloa,Gobierno,64.35816012
2001,Sonora,Gobierno,57.30964025
2001,Tabasco,Gobierno,39.31138973
2001,Tamaulipas,Gobierno,59.03586476
2001,Tlaxcala,Gobierno,45.94484577
2001,Veracruz,Gobierno,35.00691285
2001,Yucatán,Gobierno,60.99894391
2001,Zacatecas,Gobierno,51.05484643
2001,Aguascalientes,Factores ,50.65445268
2001,Baja California,Factores ,48.02541338
2001,Baja California Sur,Factores ,59.24826968
2001,Campeche,Factores ,43.77246727
2001,Coahuila,Factores ,58.16779704
2001,Colima,Factores ,52.38591053
2001,Chiapas,Factores ,19.79465086
2001,Chihuahua,Factores ,62.21615368
2001,Ciudad de México,Factores ,57.33880231
2001,Durango,Factores ,51.22460748
2001,Guanajuato,Factores ,48.69368895
2001,Guerrero,Factores ,38.19796459
2001,Hidalgo,Factores ,47.38146907
2001,Jalisco,Factores ,58.11443757
2001,México,Factores ,38.47036277
2001,Michoacán,Factores ,50.00273547
2001,Morelos,Factores ,45.08151458
2001,Nayarit,Factores ,44.26115746
2001,Nuevo León,Factores ,65.66126904
2001,Oaxaca,Factores ,36.85413559
2001,Puebla,Factores ,42.68043708
2001,Querétaro,Factores ,73.73657291
2001,Quintana Roo,Factores ,46.29272801
2001,San Luis Potosí,Factores ,47.06522275
2001,Sinaloa,Factores ,66.34478262
2001,Sonora,Factores ,55.63118553
2001,Tabasco,Factores ,43.8060218
2001,Tamaulipas,Factores ,46.35939425
2001,Tlaxcala,Factores ,36.79021872
2001,Veracruz,Factores ,34.42573464
2001,Yucatán,Factores ,56.90446164
2001,Zacatecas,Factores ,36.35336269
2001,Aguascalientes,Economía,54.04385254
2001,Baja California,Economía,62.02471313
2001,Baja California Sur,Economía,57.50851536
2001,Campeche,Economía,45.96500058
2001,Coahuila,Economía,49.83168506
2001,Colima,Economía,49.236589
2001,Chiapas,Economía,36.27437057
2001,Chihuahua,Economía,48.69190534
2001,Ciudad de México,Economía,74.62494159
2001,Durango,Economía,45.42308455
2001,Guanajuato,Economía,54.76729545
2001,Guerrero,Economía,35.99075751
2001,Hidalgo,Economía,45.77471685
2001,Jalisco,Economía,57.71244827
2001,México,Economía,60.29545382
2001,Michoacán,Economía,48.72971183
2001,Morelos,Economía,47.67742071
2001,Nayarit,Economía,43.38634806
2001,Nuevo León,Economía,67.61436351
2001,Oaxaca,Economía,48.08875741
2001,Puebla,Economía,62.49948482
2001,Querétaro,Economía,53.5902554
2001,Quintana Roo,Economía,49.11487358
2001,San Luis Potosí,Economía,52.6002385
2001,Sinaloa,Economía,53.50910675
2001,Sonora,Economía,59.81717971
2001,Tabasco,Economía,32.7171923
2001,Tamaulipas,Economía,56.54475467
2001,Tlaxcala,Economía,52.14752789
2001,Veracruz,Economía,43.01571348
2001,Yucatán,Economía,60.71542104
2001,Zacatecas,Economía,27.34287177
2001,Aguascalientes,Precursores,38.48391395
2001,Baja California,Precursores,38.64196338
2001,Baja California Sur,Precursores,54.64955595
2001,Campeche,Precursores,34.19431937
2001,Coahuila,Precursores,29.5792844
2001,Colima,Precursores,23.50020427
2001,Chiapas,Precursores,28.94044426
2001,Chihuahua,Precursores,26.7674992
2001,Ciudad de México,Precursores,79.99986182
2001,Durango,Precursores,25.38233024
2001,Guanajuato,Precursores,28.82789293
2001,Guerrero,Precursores,33.21208174
2001,Hidalgo,Precursores,28.36590244
2001,Jalisco,Precursores,46.48801796
2001,México,Precursores,37.76171272
2001,Michoacán,Precursores,33.3852276
2001,Morelos,Precursores,34.2135628
2001,Nayarit,Precursores,30.58294201
2001,Nuevo León,Precursores,37.81845422
2001,Oaxaca,Precursores,24.1206692
2001,Puebla,Precursores,30.53432209
2001,Querétaro,Precursores,36.716931
2001,Quintana Roo,Precursores,54.29321533
2001,San Luis Potosí,Precursores,31.4861525
2001,Sinaloa,Precursores,33.93217997
2001,Sonora,Precursores,29.78717401
2001,Tabasco,Precursores,27.51408961
2001,Tamaulipas,Precursores,33.82563527
2001,Tlaxcala,Precursores,23.12651936
2001,Veracruz,Precursores,29.91715547
2001,Yucatán,Precursores,38.58393233
2001,Zacatecas,Precursores,31.20090637
2001,Aguascalientes,Relaciones Internacionales,30.86358425
2001,Baja California,Relaciones Internacionales,63.68921286
2001,Baja California Sur,Relaciones Internacionales,31.98529537
2001,Campeche,Relaciones Internacionales,25.0799571
2001,Coahuila,Relaciones Internacionales,36.83190601
2001,Colima,Relaciones Internacionales,8.744498786
2001,Chiapas,Relaciones Internacionales,5.835726432
2001,Chihuahua,Relaciones Internacionales,66.66059833
2001,Ciudad de México,Relaciones Internacionales,36.89339128
2001,Durango,Relaciones Internacionales,7.369572151
2001,Guanajuato,Relaciones Internacionales,19.75095507
2001,Guerrero,Relaciones Internacionales,8.506969948
2001,Hidalgo,Relaciones Internacionales,8.609252945
2001,Jalisco,Relaciones Internacionales,31.81662826
2001,México,Relaciones Internacionales,19.28986736
2001,Michoacán,Relaciones Internacionales,5.979769058
2001,Morelos,Relaciones Internacionales,16.54438514
2001,Nayarit,Relaciones Internacionales,11.77428004
2001,Nuevo León,Relaciones Internacionales,34.15597576
2001,Oaxaca,Relaciones Internacionales,5.358457769
2001,Puebla,Relaciones Internacionales,20.63526069
2001,Querétaro,Relaciones Internacionales,19.94338595
2001,Quintana Roo,Relaciones Internacionales,34.53952993
2001,San Luis Potosí,Relaciones Internacionales,22.60479868
2001,Sinaloa,Relaciones Internacionales,4.829135872
2001,Sonora,Relaciones Internacionales,34.61419001
2001,Tabasco,Relaciones Internacionales,16.49185668
2001,Tamaulipas,Relaciones Internacionales,45.09703151
2001,Tlaxcala,Relaciones Internacionales,23.71766717
2001,Veracruz,Relaciones Internacionales,9.413234693
2001,Yucatán,Relaciones Internacionales,9.750966308
2001,Zacatecas,Relaciones Internacionales,19.37411117
2001,Aguascalientes,Innovación,59.3041439
2001,Baja California,Innovación,50.50925534
2001,Baja California Sur,Innovación,41.15958441
2001,Campeche,Innovación,29.12172333
2001,Coahuila,Innovación,46.11024704
2001,Colima,Innovación,46.77020525
2001,Chiapas,Innovación,30.01852509
2001,Chihuahua,Innovación,57.09914734
2001,Ciudad de México,Innovación,86.60529244
2001,Durango,Innovación,46.35458534
2001,Guanajuato,Innovación,45.61439234
2001,Guerrero,Innovación,24.66491932
2001,Hidalgo,Innovación,37.81448475
2001,Jalisco,Innovación,58.18043312
2001,México,Innovación,50.02042797
2001,Michoacán,Innovación,38.13580774
2001,Morelos,Innovación,43.81759005
2001,Nayarit,Innovación,31.95051693
2001,Nuevo León,Innovación,68.9009288
2001,Oaxaca,Innovación,27.85627849
2001,Puebla,Innovación,34.85379155
2001,Querétaro,Innovación,64.97578316
2001,Quintana Roo,Innovación,31.25023889
2001,San Luis Potosí,Innovación,44.74388087
2001,Sinaloa,Innovación,47.93583676
2001,Sonora,Innovación,47.55883849
2001,Tabasco,Innovación,27.22792251
2001,Tamaulipas,Innovación,50.1198374
2001,Tlaxcala,Innovación,31.0555106
2001,Veracruz,Innovación,31.97539456
2001,Yucatán,Innovación,43.52469292
2001,Zacatecas,Innovación,42.87023134
2002,Aguascalientes,Derecho,68.76899597
2002,Baja California,Derecho,49.05689934
2002,Baja California Sur,Derecho,67.85803209
2002,Campeche,Derecho,78.55108023
2002,Coahuila,Derecho,71.80275865
2002,Colima,Derecho,73.80151153
2002,Chiapas,Derecho,63.37012959
2002,Chihuahua,Derecho,55.2110182
2002,Ciudad de México,Derecho,38.30829517
2002,Durango,Derecho,58.58782682
2002,Guanajuato,Derecho,74.32917667
2002,Guerrero,Derecho,26.80933739
2002,Hidalgo,Derecho,74.58205367
2002,Jalisco,Derecho,61.0006404
2002,México,Derecho,33.11585034
2002,Michoacán,Derecho,53.66339146
2002,Morelos,Derecho,55.87001469
2002,Nayarit,Derecho,57.17288148
2002,Nuevo León,Derecho,62.43175175
2002,Oaxaca,Derecho,51.50335889
2002,Puebla,Derecho,63.84684405
2002,Querétaro,Derecho,82.12164183
2002,Quintana Roo,Derecho,61.00339586
2002,San Luis Potosí,Derecho,63.54385786
2002,Sinaloa,Derecho,53.58008816
2002,Sonora,Derecho,72.87076707
2002,Tabasco,Derecho,67.48942341
2002,Tamaulipas,Derecho,72.78055794
2002,Tlaxcala,Derecho,63.88601399
2002,Veracruz,Derecho,73.57537069
2002,Yucatán,Derecho,86.44913908
2002,Zacatecas,Derecho,67.29412703
2002,Aguascalientes,Medio ambiente,52.42427097
2002,Baja California,Medio ambiente,36.13735783
2002,Baja California Sur,Medio ambiente,54.06501822
2002,Campeche,Medio ambiente,33.03602282
2002,Coahuila,Medio ambiente,34.46862107
2002,Colima,Medio ambiente,40.19130266
2002,Chiapas,Medio ambiente,34.95913192
2002,Chihuahua,Medio ambiente,43.82270565
2002,Ciudad de México,Medio ambiente,75.80994894
2002,Durango,Medio ambiente,50.25016529
2002,Guanajuato,Medio ambiente,27.79992183
2002,Guerrero,Medio ambiente,41.01924376
2002,Hidalgo,Medio ambiente,30.10908956
2002,Jalisco,Medio ambiente,39.40386254
2002,México,Medio ambiente,42.07643062
2002,Michoacán,Medio ambiente,31.17189715
2002,Morelos,Medio ambiente,43.49963587
2002,Nayarit,Medio ambiente,47.91815241
2002,Nuevo León,Medio ambiente,57.89944275
2002,Oaxaca,Medio ambiente,36.70874211
2002,Puebla,Medio ambiente,37.82259684
2002,Querétaro,Medio ambiente,30.98415859
2002,Quintana Roo,Medio ambiente,37.38688328
2002,San Luis Potosí,Medio ambiente,33.29412396
2002,Sinaloa,Medio ambiente,41.53351926
2002,Sonora,Medio ambiente,41.44295725
2002,Tabasco,Medio ambiente,35.80346917
2002,Tamaulipas,Medio ambiente,39.0096806
2002,Tlaxcala,Medio ambiente,37.6182338
2002,Veracruz,Medio ambiente,29.45768328
2002,Yucatán,Medio ambiente,24.53078078
2002,Zacatecas,Medio ambiente,16.00250719
2002,Aguascalientes,Sociedad,60.90482397
2002,Baja California,Sociedad,52.38731862
2002,Baja California Sur,Sociedad,69.26064745
2002,Campeche,Sociedad,49.13583541
2002,Coahuila,Sociedad,58.44567579
2002,Colima,Sociedad,59.2538059
2002,Chiapas,Sociedad,30.82422088
2002,Chihuahua,Sociedad,43.83649744
2002,Ciudad de México,Sociedad,72.47795981
2002,Durango,Sociedad,54.70111208
2002,Guanajuato,Sociedad,36.34255298
2002,Guerrero,Sociedad,36.07419135
2002,Hidalgo,Sociedad,46.68598639
2002,Jalisco,Sociedad,43.4491855
2002,México,Sociedad,51.0202077
2002,Michoacán,Sociedad,33.83828861
2002,Morelos,Sociedad,50.87410026
2002,Nayarit,Sociedad,56.60650131
2002,Nuevo León,Sociedad,53.24069978
2002,Oaxaca,Sociedad,25.96008895
2002,Puebla,Sociedad,36.84442246
2002,Querétaro,Sociedad,51.54415204
2002,Quintana Roo,Sociedad,55.85099527
2002,San Luis Potosí,Sociedad,43.7638737
2002,Sinaloa,Sociedad,57.76512584
2002,Sonora,Sociedad,55.07427819
2002,Tabasco,Sociedad,43.78022185
2002,Tamaulipas,Sociedad,56.9501176
2002,Tlaxcala,Sociedad,44.22361855
2002,Veracruz,Sociedad,36.62202252
2002,Yucatán,Sociedad,43.60310034
2002,Zacatecas,Sociedad,38.99642938
2002,Aguascalientes,Político,45.52554654
2002,Baja California,Político,47.30173343
2002,Baja California Sur,Político,58.1645842
2002,Campeche,Político,68.39491764
2002,Coahuila,Político,54.16316216
2002,Colima,Político,69.27725031
2002,Chiapas,Político,60.41970809
2002,Chihuahua,Político,30.12385814
2002,Ciudad de México,Político,55.1573064
2002,Durango,Político,46.99133644
2002,Guanajuato,Político,47.31379949
2002,Guerrero,Político,46.12585388
2002,Hidalgo,Político,53.22566078
2002,Jalisco,Político,68.3063023
2002,México,Político,42.61034397
2002,Michoacán,Político,49.83432584
2002,Morelos,Político,61.05777956
2002,Nayarit,Político,65.75104367
2002,Nuevo León,Político,53.99916817
2002,Oaxaca,Político,36.63728856
2002,Puebla,Político,48.47846104
2002,Querétaro,Político,73.05142562
2002,Quintana Roo,Político,51.1764005
2002,San Luis Potosí,Político,68.64251173
2002,Sinaloa,Político,54.09265105
2002,Sonora,Político,53.23681656
2002,Tabasco,Político,55.71496039
2002,Tamaulipas,Político,58.18528863
2002,Tlaxcala,Político,68.03653969
2002,Veracruz,Político,40.40258275
2002,Yucatán,Político,74.09351846
2002,Zacatecas,Político,53.11476237
2002,Aguascalientes,Gobierno,74.15371702
2002,Baja California,Gobierno,58.88603664
2002,Baja California Sur,Gobierno,40.76992484
2002,Campeche,Gobierno,55.49922235
2002,Coahuila,Gobierno,50.05134504
2002,Colima,Gobierno,62.26881584
2002,Chiapas,Gobierno,41.19613458
2002,Chihuahua,Gobierno,67.4692451
2002,Ciudad de México,Gobierno,81.91586031
2002,Durango,Gobierno,53.58532557
2002,Guanajuato,Gobierno,44.90934372
2002,Guerrero,Gobierno,32.27852076
2002,Hidalgo,Gobierno,47.25326244
2002,Jalisco,Gobierno,68.64173284
2002,México,Gobierno,52.86597613
2002,Michoacán,Gobierno,31.80426765
2002,Morelos,Gobierno,53.3635766
2002,Nayarit,Gobierno,47.01914032
2002,Nuevo León,Gobierno,75.55804214
2002,Oaxaca,Gobierno,29.95704144
2002,Puebla,Gobierno,48.05640514
2002,Querétaro,Gobierno,61.61134219
2002,Quintana Roo,Gobierno,51.15809776
2002,San Luis Potosí,Gobierno,48.19405713
2002,Sinaloa,Gobierno,64.71870662
2002,Sonora,Gobierno,57.90536119
2002,Tabasco,Gobierno,39.67445736
2002,Tamaulipas,Gobierno,58.89377038
2002,Tlaxcala,Gobierno,45.60548058
2002,Veracruz,Gobierno,35.80539122
2002,Yucatán,Gobierno,60.37973698
2002,Zacatecas,Gobierno,51.21528771
2002,Aguascalientes,Factores ,50.65445268
2002,Baja California,Factores ,48.02541338
2002,Baja California Sur,Factores ,59.24826968
2002,Campeche,Factores ,43.77246727
2002,Coahuila,Factores ,58.16779704
2002,Colima,Factores ,52.38591053
2002,Chiapas,Factores ,19.79465086
2002,Chihuahua,Factores ,62.21615368
2002,Ciudad de México,Factores ,57.33880231
2002,Durango,Factores ,51.22460748
2002,Guanajuato,Factores ,48.69368895
2002,Guerrero,Factores ,38.19796459
2002,Hidalgo,Factores ,47.38146907
2002,Jalisco,Factores ,58.11443757
2002,México,Factores ,38.47036277
2002,Michoacán,Factores ,50.00273547
2002,Morelos,Factores ,45.08151458
2002,Nayarit,Factores ,44.26115746
2002,Nuevo León,Factores ,65.66126904
2002,Oaxaca,Factores ,36.85413559
2002,Puebla,Factores ,42.68043708
2002,Querétaro,Factores ,73.73657291
2002,Quintana Roo,Factores ,46.29272801
2002,San Luis Potosí,Factores ,47.06522275
2002,Sinaloa,Factores ,66.34478262
2002,Sonora,Factores ,55.63118553
2002,Tabasco,Factores ,43.8060218
2002,Tamaulipas,Factores ,46.35939425
2002,Tlaxcala,Factores ,36.79021872
2002,Veracruz,Factores ,34.42573464
2002,Yucatán,Factores ,56.90446164
2002,Zacatecas,Factores ,36.35336269
2002,Aguascalientes,Economía,54.04385254
2002,Baja California,Economía,53.71670913
2002,Baja California Sur,Economía,52.50406611
2002,Campeche,Economía,50.24847512
2002,Coahuila,Economía,52.1407512
2002,Colima,Economía,48.41427122
2002,Chiapas,Economía,38.76018388
2002,Chihuahua,Economía,44.1896375
2002,Ciudad de México,Economía,73.22037526
2002,Durango,Economía,46.36016054
2002,Guanajuato,Economía,56.49686392
2002,Guerrero,Economía,35.85808223
2002,Hidalgo,Economía,45.88149372
2002,Jalisco,Economía,55.13869981
2002,México,Economía,56.79559703
2002,Michoacán,Economía,45.01782505
2002,Morelos,Economía,42.77549584
2002,Nayarit,Economía,40.34999669
2002,Nuevo León,Economía,64.78618976
2002,Oaxaca,Economía,46.85884348
2002,Puebla,Economía,55.72308055
2002,Querétaro,Economía,51.54152096
2002,Quintana Roo,Economía,48.92826658
2002,San Luis Potosí,Economía,51.42663716
2002,Sinaloa,Economía,49.9251988
2002,Sonora,Economía,52.95070517
2002,Tabasco,Economía,32.7171923
2002,Tamaulipas,Economía,55.18402312
2002,Tlaxcala,Economía,44.7827872
2002,Veracruz,Economía,45.86439631
2002,Yucatán,Economía,57.08539461
2002,Zacatecas,Economía,34.24487163
2002,Aguascalientes,Precursores,39.68329011
2002,Baja California,Precursores,35.32141409
2002,Baja California Sur,Precursores,54.91208746
2002,Campeche,Precursores,34.65377502
2002,Coahuila,Precursores,28.77088638
2002,Colima,Precursores,32.26741789
2002,Chiapas,Precursores,28.80058855
2002,Chihuahua,Precursores,26.90907369
2002,Ciudad de México,Precursores,80.22747513
2002,Durango,Precursores,23.18415514
2002,Guanajuato,Precursores,31.79585207
2002,Guerrero,Precursores,33.09759629
2002,Hidalgo,Precursores,27.861024
2002,Jalisco,Precursores,46.44176263
2002,México,Precursores,37.82754491
2002,Michoacán,Precursores,33.85521636
2002,Morelos,Precursores,34.56332101
2002,Nayarit,Precursores,30.73719828
2002,Nuevo León,Precursores,33.36800643
2002,Oaxaca,Precursores,24.36719029
2002,Puebla,Precursores,30.85883078
2002,Querétaro,Precursores,37.66836669
2002,Quintana Roo,Precursores,52.78120563
2002,San Luis Potosí,Precursores,32.47394863
2002,Sinaloa,Precursores,33.30022746
2002,Sonora,Precursores,30.23944137
2002,Tabasco,Precursores,27.15624017
2002,Tamaulipas,Precursores,33.22439099
2002,Tlaxcala,Precursores,23.25362492
2002,Veracruz,Precursores,29.48732458
2002,Yucatán,Precursores,37.79777088
2002,Zacatecas,Precursores,31.16028486
2002,Aguascalientes,Relaciones Internacionales,30.86358425
2002,Baja California,Relaciones Internacionales,63.68921286
2002,Baja California Sur,Relaciones Internacionales,31.98529537
2002,Campeche,Relaciones Internacionales,25.0799571
2002,Coahuila,Relaciones Internacionales,36.83190601
2002,Colima,Relaciones Internacionales,8.744498786
2002,Chiapas,Relaciones Internacionales,5.835726432
2002,Chihuahua,Relaciones Internacionales,66.66059833
2002,Ciudad de México,Relaciones Internacionales,36.89339128
2002,Durango,Relaciones Internacionales,7.369572151
2002,Guanajuato,Relaciones Internacionales,19.75095507
2002,Guerrero,Relaciones Internacionales,8.506969948
2002,Hidalgo,Relaciones Internacionales,8.609252945
2002,Jalisco,Relaciones Internacionales,31.81662826
2002,México,Relaciones Internacionales,19.28986736
2002,Michoacán,Relaciones Internacionales,5.979769058
2002,Morelos,Relaciones Internacionales,16.54438514
2002,Nayarit,Relaciones Internacionales,11.77428004
2002,Nuevo León,Relaciones Internacionales,34.15597576
2002,Oaxaca,Relaciones Internacionales,5.358457769
2002,Puebla,Relaciones Internacionales,20.63526069
2002,Querétaro,Relaciones Internacionales,19.94338595
2002,Quintana Roo,Relaciones Internacionales,34.53952993
2002,San Luis Potosí,Relaciones Internacionales,22.60479868
2002,Sinaloa,Relaciones Internacionales,4.829135872
2002,Sonora,Relaciones Internacionales,34.61419001
2002,Tabasco,Relaciones Internacionales,16.49185668
2002,Tamaulipas,Relaciones Internacionales,45.09703151
2002,Tlaxcala,Relaciones Internacionales,23.71766717
2002,Veracruz,Relaciones Internacionales,9.413234693
2002,Yucatán,Relaciones Internacionales,9.750966308
2002,Zacatecas,Relaciones Internacionales,19.37411117
2002,Aguascalientes,Innovación,59.3041439
2002,Baja California,Innovación,50.50925534
2002,Baja California Sur,Innovación,41.15958441
2002,Campeche,Innovación,29.12172333
2002,Coahuila,Innovación,46.11024704
2002,Colima,Innovación,46.77020525
2002,Chiapas,Innovación,30.01852509
2002,Chihuahua,Innovación,57.09914734
2002,Ciudad de México,Innovación,86.60529244
2002,Durango,Innovación,46.35458534
2002,Guanajuato,Innovación,45.61439234
2002,Guerrero,Innovación,24.66491932
2002,Hidalgo,Innovación,37.81448475
2002,Jalisco,Innovación,58.18043312
2002,México,Innovación,50.02042797
2002,Michoacán,Innovación,38.13580774
2002,Morelos,Innovación,43.81759005
2002,Nayarit,Innovación,31.95051693
2002,Nuevo León,Innovación,68.9009288
2002,Oaxaca,Innovación,27.85627849
2002,Puebla,Innovación,34.85379155
2002,Querétaro,Innovación,64.97578316
2002,Quintana Roo,Innovación,31.25023889
2002,San Luis Potosí,Innovación,44.74388087
2002,Sinaloa,Innovación,47.93583676
2002,Sonora,Innovación,47.55883849
2002,Tabasco,Innovación,27.22792251
2002,Tamaulipas,Innovación,50.1198374
2002,Tlaxcala,Innovación,31.0555106
2002,Veracruz,Innovación,31.97539456
2002,Yucatán,Innovación,43.52469292
2002,Zacatecas,Innovación,42.87023134
2003,Aguascalientes,Derecho,71.18129244
2003,Baja California,Derecho,50.76487495
2003,Baja California Sur,Derecho,68.54132486
2003,Campeche,Derecho,76.99841318
2003,Coahuila,Derecho,73.10082889
2003,Colima,Derecho,72.47334373
2003,Chiapas,Derecho,65.41256904
2003,Chihuahua,Derecho,55.32165893
2003,Ciudad de México,Derecho,38.10744731
2003,Durango,Derecho,57.98422638
2003,Guanajuato,Derecho,75.86041525
2003,Guerrero,Derecho,33.11780947
2003,Hidalgo,Derecho,73.72656176
2003,Jalisco,Derecho,61.70626245
2003,México,Derecho,34.33552551
2003,Michoacán,Derecho,54.44274542
2003,Morelos,Derecho,55.00360691
2003,Nayarit,Derecho,71.47545705
2003,Nuevo León,Derecho,61.49629187
2003,Oaxaca,Derecho,51.12565657
2003,Puebla,Derecho,64.37251337
2003,Querétaro,Derecho,82.04112788
2003,Quintana Roo,Derecho,59.68653347
